name,mhy_id,story,material,icon,introduction,refine,weapon_type,rarity,attr_add,getting,label
钟剑,214, 奇异的粗重大剑，剑身上却装有华丽而精致的时钟。伴随着清脆的机关咬合声，为同行者的奏乐与战斗做节拍。乐团解散后，大剑被浸在酸水中，使其中的机关齿轮锈死。尽管如此，如今仍是致命的兵器。与流浪乐团同行的叛逆者名为克留兹理德，曾是劳伦斯家族中的一员。在那个时代，学者与诗人并不谱史，因为旧贵族不爱觉察自己的堕落。因此，他挥舞手中的剑时，剑中之钟奏响时，旧贵族才会格外胆寒。起事失败后，克留兹理德的处分方式不明，或许从侧面印证了他的显贵出生。传说他被贬黜后，怀着亡没同僚的遗志，建起了致力于推翻贵族的地下组织，并在来自遥远西方的异国角斗奴的举义中鼎力相助。在过去，更有茶余饭后的闲谈认为，克留兹理德的组织一直在工作，为了守护蒙德，为西风骑士团做那些骑士不应当做的事情，传说，就连「幼狼」鲁斯坦也背着大团长经营这无名组织…,"['高塔孤王的破瓦*3', '高塔孤王的残垣*9', '高塔孤王的断片*9', '高塔孤王的碎梦*4', '沉重号角*15', '黑铜号角*18', '黑晶号角*27', '骗骗花蜜*10', '微光花蜜*15', '原素花蜜*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/23/75833613/17fa7c1aaf90e8ee33985e9bede2c57a_8855621887112870500.png,阶叛逆的守护者 ," 精炼(1/2/3/4/5) 受到伤害时，生成一个伤害吸收量等同于生命值上限(20%/23%/26%/29%/32%)的护盾，持续10秒或直到护盾失效,每45秒只能触发一次。角色处于护盾庇护下时，造成的伤害提升(12%/15%/18%/21%/24%)装有时钟的厚重大剑，其中的计时机关早已被破坏。 ",双手剑,四星,生命值,祈愿,weapon
天空之刃,215, 贯穿高天之牙。曾经刺穿了深邃古国的黑金鳞片，曾经撕开了古国罪人子嗣的喉咙。在过去，觊觎蒙德繁茂的魔龙杜林袭来，双翼蔽日。魔龙的妒忌催生了邪恶，邪恶毒害了大地上的生灵。在那些险恶的日子里，蒙德四处遍布着魔物与荒芜。风之神听到人民的哭泣而降临，就此将风之龙唤醒；于是特瓦林随风而起，直刺天空，听令为生命而战。特瓦林携风神的祝福与魔龙交战，高天之上巨龙的搏斗驱散云层。千风席卷着毒液，日轮也为之失色，燃烧的天空仿佛终结之闭幕。点燃天空的恶战末尾，特瓦林受魔神赐福的剑齿刺穿魔龙的咽喉。杜林未及哀嚎便已自天空坠落。特瓦林却因此饮下了腐毒的恶血。风之龙因浸透脏腑的剧毒而痛苦地昏睡，最巧舌的诗人也不知晓特瓦林所往何处。在长达百年的沉睡中，蒙德的众生忘却了风龙的死战。当特瓦林忍受入骨的烈毒归来，没有听到好友的琴声。曾受保护的人们如今急忙逃避，将之以「魔龙」相称。荣誉终将复原，猛毒终将被净化。歌者的旋律终将唤醒人们的记忆。这柄利剑是风龙恢复名誉的祈愿。,"['凛风奔狼的始龀*5', '凛风奔狼的裂齿*14', '凛风奔狼的断牙*14', '凛风奔狼的怀乡*6', '地脉的旧枝*23', '地脉的枯叶*27', '地脉的新芽*41', '史莱姆凝液*15', '史莱姆清*23', '史莱姆原浆*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/23/75833613/445ee7341d31462920858367cadc6fc1_3531531098390151221.png,阶穿刺高天的利齿, 精炼(1/2/3/4/5) 暴击率提升(4%/5%/6%/7%/8%);施放元素爆发时，获得破空之势：移动速度提升10%，攻击速度提升10%，普通攻击与重击命中时，额外造成(20%/25%/30%/35%/40%)攻击力的伤害，持续12秒。象征风龙的荣誉的骑士剑，如今失而复得。剑脊上吹息着风之神的赐福，蕴含苍空与长风的力量。 ,单手剑,五星,元素充能效率、暴击率、移动速度、攻击速度,祈愿,weapon
匣里日月,217, 在璃月坊间流转的暗金宝珠。曾经吸满了日月天地的光，之后千百年一直保存在木匣中。如此，它的力量不会白白逸散。如今木匣已去，宝珠放光。在通晓天地古今的人手里，想必能发挥千年沉寂的力量吧。在璃月港的宝石商人中间素有传说，名匠昆吾曾取天地之光集于一匣。又将木匣藏入玄岩密室，幽闭四十九天又十个时辰，方夺日月之晶辉。即使故事听来如此离奇，璃月人仍旧多深信匠人昆吾的技艺远胜天工。有胆大者前去询问年老的名匠，乖僻老人置之一哂：「打磨不辍而已」但学徒暗中透露：「匣里日月」磨削将成之时，天降异彩，血月盈空。此等异象是匠人真有神助，还是其超凡的灵感与意志震动了日月苍穹？,"['孤云寒林的光砂*3', '孤云寒林的辉岩*9', '孤云寒林的圣骸*9', '孤云寒林的神体*4', '猎兵祭刀*15', '特工祭刀*18', '督察长祭刀*27', '骗骗花蜜*10', '微光花蜜*15', '原素花蜜*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/23/75833613/ac439934d1093ab4f9eaac59784f3a0c_3374221950943383956.png,阶日月辉 , 精炼(1/2/3/4/5) 普通攻击命中后的6秒内，元素战技与元素爆发的伤害提高(20%/25%/30%/35%/40%)；元素战技与元素爆发命中后的6秒内，普通攻击的伤害提高(20%/25%/30%/35%/40%)。材质难解的暗金宝珠，饱含日月天地的光辉，脉动着温暖的力量。 ,法器,四星,暴击率,珍珠纪行,weapon
狼的末路,218, 被誉为北风的骑士，最终在风之神的城市结束了流浪。浮浪风来者会互相吸引，肆意放浪的自由究竟是彷徨。当骑士走进城市时，旅伴在远方的山丘上以沉默道别。憎恶城墙和灯火气味的不羁的狼，仍需要广阔的原野。北风的骑士怀着永远自由的心，将自己禁锢在城市里。随风而来的狼在城外林间自由奔驰，心却在骑士手中。骑士二度出城狩魔，狼都随战斗的气味同他共猎。孤狼与骑士始终默契无间，进退一致，恍若一体。狼与骑士纵然形影不离，但野兽的得年固不如万物灵长。北风的骑士最终以剑为冢，将狼埋葬在远离城市的郊野。北风的骑士从此抛弃城塞，心怀狼的自由，再随风流浪。而狼不灭的灵，则永久地盘踞在此。眷守着骑士曾经守护过的青翠土地。,"['狮牙斗士的枷锁*5', '狮牙斗士的铁链*14', '狮牙斗士的镣铐*14', '狮牙斗士的理想*6', '混沌装置*23', '混沌回路*27', '混沌炉心*41', '导能绘卷*15', '封魔绘卷*23', '禁咒绘卷*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/23/75833613/22b30db150bfea372b73678157955047_3499980040949492760.png,阶如狼般狩猎者 , 精炼(1/2/3/4/5) 攻击力提高(20%/25%/30%/35%/40%)；攻击命中生命值低于30%的敌人时队伍中所有成员的攻击力提高(40%/50%/60%/70%/80%)，持续12秒。该效果30秒只能触发一次。狼的骑士所使的大剑。原本只是城中铁匠赠予的厚重的铁片，却在他与狼的情谊中，获得神话般的力量。 ,双手剑,五星,攻击力,祈愿,weapon
阿莫斯之弓,219, 那是荒芜的上古时代，是翠绿的大地仍苍白如骨的过去。赤脚在白雪上行走的少女，追随乖僻的塔中君王的脚步。他曾是她的所爱，但烈风从来无法理解凡骨肉胎的柔软。他曾是她的仇敌，但她的追猎绝非仅仅为了浅薄的复仇。「我梦见海浪与细沙，我梦见青翠的森林与大地」「我梦见野猪在浆果丛嬉戏，我梦见高耸的尖塔」她曾用柔软的语调向他诉说，但神王却充耳不闻。从盲目的依恋中醒悟，她才发觉他原来没有真心：正如他口中满是对人的爱，身边却只有如刀的风。眼中睥睨着在无尽的烈风中，直不起身子的子民，却认为他们表示的是对王者的敬爱与无边的顺服。那是北风的僭主与高塔君王鏖战的年代，女猎手误以为自己曾拥有奴隶主的宠爱。在战斗的最末，在抗争之风吹起的时候，她同无名的少年、无名的精灵、无名的骑士一同，登上如剑刺向深空的尖塔，挑战风中的乖僻王者。「如此便能得到他的注视吧」然而直到她将箭矢射向他的那一刻，直到聚拢的烈风将她撕碎的那一刻，她才意识到自己与烈风之主的距离。,"['狮牙斗士的枷锁*5', '狮牙斗士的铁链*14', '狮牙斗士的镣铐*14', '狮牙斗士的理想*6', '混沌装置*23', '混沌回路*27', '混沌炉心*41', '史莱姆凝液*15', '史莱姆清*23', '史莱姆原浆*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/23/75833613/dd995508d235c7cf568836241ccff7cc_9208158740180284853.png,阶矢志不忘 , 精炼(1/2/3/4/5) 普通攻击与重击造成的伤害提升(12%/15%/18%/21%/24%)；普通攻击与重击的箭矢发射后每经过0.1秒，伤害还会提升(8%/10%/12%/14%/16%)，至多提升5次。极为古老的弓。即使原主不复存在，其中蕴藏之力依旧——那种力量无主，却在万物当中。距离心系之物越是遥远，那种力量愈是剧烈。 ,弓,五星,攻击力,祈愿,weapon
飞天大御剑,220, 大受挫折的御剑公子明白剑术是无法实现一些事的，于是他从剑本身着手，而不盲信于自己的高超剑术。「大就是好。所以，剑越大越好。」他这么想道——在壮绝的孤云阁，公子迎来了壮绝的结局。飞天之旅终于告终，但他的剑与故事永远流传……？,"['漆黑陨铁的一粒*2', '漆黑陨铁的一片*6', '漆黑陨铁的一角*6', '漆黑陨铁的一块*3', '脆弱的骨片*10', '结实的骨片*12', '石化的骨片*18', '寻宝鸦印*6', '藏银鸦印*10', '攫金鸦印*12', '精锻用魔矿*399']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/24/75833613/e5e54473e2037e6820fbcfc2033be1f8_6519699561249741656.png,阶勇气 , 精炼(1/2/3/4/5) 普通攻击和重击命中时，攻击力提高(6%/7%/8%/9%/10%)，持续6秒，最多叠加4层。该效果每0.5秒只能触发一次。可靠的大剑。传说著名的「御剑公子」曾试图借助它二度飞天。 ,双手剑,三星,物理伤害加成、攻击力,宝箱,weapon
试作斩岩,226, 产自璃月兵工厂的古老剑坯。批号不明，相关典籍上也未记录它的成品时间。古旧剑身以阴刻的流云纹为装饰，舞动时，剑中隐有金光析出。相传，因技艺一度遭遇瓶颈，工人们不得不研究新的制作思路。锻造世家云氏的大掌柜云辉便与名匠寒武协商，汇聚万匠之巧能，绘制出一套名唤「试作」的图谱。依照图谱制作的第一把单手剑，甫一成型已有隆隆剑吟。于天衡山试剑时，寒武不慎将之落在地上。剑气顺应而出，如滚滚飓风，把磐石断开一条长逾半尺的裂缝。寒武深以为天意，为这柄剑取名「斩岩」。一剑动山河，万锋藏于刃。斩岩如断水的它，是日后璃月刀剑的原本。,"['雾海云间的铅丹*3', '雾海云间的汞丹*9', '雾海云间的金丹*9', '雾海云间的转还*4', '雾虚花粉*15', '雾虚草囊*18', '雾虚灯芯*27', '新兵的徽记*10', '士官的徽记*15', '尉官的徽记*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/24/75833613/7916a14d5e0ecaea8a37db5505c01f2e_1831722239667693958.png,阶碎石 , 精炼(1/2/3/4/5) 普通攻击或重击命中时，攻击力和防御力提高(4%/5%/6%/7%/8%)，持续6秒，最多叠加4层。该效果每0.3秒只能触发一次。黑岩厂中秘藏的古老长剑。可挥砍断岩而刃不卷。 ,单手剑,四星,物理伤害加成、防御力、攻击力,锻造,weapon
天空之卷,227, 千风万云通览。记载北地全境云风的抄本，以诗与图鉴的形式呈现。总长有十万颂，每颂是一缕云，一丝风，其名各异。云图为风赋予了形状，颂诗给风塑造了独特的性格。本是无形的千风，在巴巴托斯眼中有如挚友与亲人。在那传说中的上古时代，风之神持原本，唤来四风，消散了冰雪，屏退了凶兽，降下了雨露，蒙德遂成。而后慷慨的风神将此书任人传抄，赋名「千风万云」。可惜随着日月流转，经年以后，云图与颂诗多有遗漏。记载万千风云的通览散入民间，化作歌谣与故事传说。然而千风的历史远未因此失传，风神依然持有着它。待魔龙杜林张开巨翼蔽日而来，巴巴托斯挺身而出。日月失色的恶战中，风神唱出千风，风龙缘风而起。掌握此卷者，便掌握了千风万云的真名与其中伟力。如今，蒙德的天空平静蔚蓝。风神与风龙找到了新的归宿。而此卷则被委托予可信之人。,"['凛风奔狼的始龀*5', '凛风奔狼的裂齿*14', '凛风奔狼的断牙*14', '凛风奔狼的怀乡*6', '地脉的旧枝*23', '地脉的枯叶*27', '地脉的新芽*41', '牢固的箭簇*15', '锐利的箭簇*23', '历战的箭簇*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/24/75833613/d16313992a8ba86e6ba4a84977b59ca4_8815818653896805010.png,阶浮游四方的灵云 , 精炼(1/2/3/4/5) 元素伤害加成提升(12%/15%/18%/21%/24%)；普通攻击命中时，有50%的概率获得高天流云的青睐，在15秒内主动攻击附近的敌人，造成等同于(160%/200%/240%/280%/320%)攻击力的伤害。该效果每30秒只能触发一次。象征风龙与其主风之神的云图集。细致记载了北地天空的风与云，蕴含苍空与长风的力量。 ,法器,五星,攻击力、元素伤害,祈愿,weapon
祭礼剑,239, 东面望海的高崖上，先民将时间的主人与风的主人一同祭拜。因为「风带来故事，时间使之发芽」的思想，两者常常混同。这把剑述说的是守护的故事，用来展示守护的勇气。原本是没有开刃的道具用剑，在时间之风中变得钢铁般锋利。这柄剑曾属温和的古恩希尔德一族所有。在祭礼中，他们演绎的是守护者的角色。献给时间之风的祭礼戏剧，总共有三幕。终幕讲述的是守护者，守护生命与自由的故事。祭礼的传统与历史如今，已经彻底遗失。但古恩希尔德一族至今仍在扮演守护者。,"['狮牙斗士的枷锁*3', '狮牙斗士的铁链*9', '狮牙斗士的镣铐*9', '狮牙斗士的理想*4', '混沌装置*15', '混沌回路*18', '混沌炉心*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/25/75833613/f9c145f07db2787008c50e7c292a46a2_3901382013212830483.png,阶气定神闲 , 精炼(1/2/3/4/5) 元素战技造成伤害时，有(40%/50%/60%/70%/80%)的概率重置该技能的冷却时间，该效果每(30/26/22/19/16)秒只能触发一次。在漫长岁月中石化的道具剑，上面的仪式性装饰依然清晰可见。拥有受时间之风冲刷的祝福力量。 ,单手剑,四星,元素充能效率,祈愿,weapon
试作澹月,240, 产自璃月兵工厂的古老长弓。批号不明，相关典籍上也未记录它的成品时间。五十年以上的柘木，包上金丝，嵌入精钢配件制成弓臂。弦则取用纠缠于大地深处的银白树枝制成，柔若无物，却牢不可断。璃月云家曾推行过一套名为「试作」的传奇兵器谱，为求突破桎梏，演化兵武。作为主流兵器之一，长弓也赫然在列。名匠寒武应好友云辉邀请，亲自打造谱上的长弓。他委托各路商行船队搜集千百原料，最终于无数珍奇素材的渊薮中选定柘木、精钢、银枝。成品材料上乘，弓身坚固易握，触手微凉。弓弧之优美犹如天上残月，却比月色灰暗，如若雾夜中低悬天穹的清淡之月。飞矢破空时，弦光薄而凛冽，如残月流华般过目难忘。长弓获赐名「澹月」。如美人之姿令人神往而令人效仿，日后璃月所有长弓中无不可见试作澹月的影子。,"['雾海云间的铅丹*3', '雾海云间的汞丹*9', '雾海云间的金丹*9', '雾海云间的转还*4', '雾虚花粉*15', '雾虚草囊*18', '雾虚灯芯*27', '寻宝鸦印*10', '藏银鸦印*15', '攫金鸦印*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/24/75833613/6d9776dea64400a58adb4eaf824c1618_8563998658668279437.png,阶离簇不归, 精炼(1/2/3/4/5) 重击若命中要害，则提升10%移动速度与(36%/45%/54%/63%/72%)攻击力，持续10秒。黑岩厂中秘藏的原型长弓。放矢之姿有如透过薄暮的月光。 ,弓,四星,攻击力、移动速度,锻造,weapon
风鹰剑,293, 众所周知，鹰的守望是西风的恩惠。鲜有人知西风的恩惠是远方的异族。彼时蒙德仍在旧贵族的统治之下隐隐呼唤自由，远离故国的异族斗士作为奴隶踏入了风的国土。即使面对欺瞒与不公，她仍奋力掀起正义之风，推翻蛮横的贵族，建立起德政的骑士团与教会，最终她受天的眷顾，蒙了神的宠召。这是她当年的佩剑，见证了她的跋涉与奋斗，最终见证她将自由与正义之风遍布蒙德全地。挥舞时，能感受到此剑故主奋勇战斗的心意：但凡有受欺压的，那就施展正义；但凡有受禁锢的，那就带来自由；但凡有受蒙蔽的，那就带来智慧。听凭风引，便是正义与自由之风。,"['高塔孤王的破瓦*5', '高塔孤王的残垣*14', '高塔孤王的断片*14', '高塔孤王的碎梦*6', '沉重号角*23', '黑铜号角*27', '黑晶号角*41', '牢固的箭簇*15', '锐利的箭簇*23', '历战的箭簇*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/26/75833613/935c2d06ae29f29e51b902d131782b18_2882215894293509229.png,阶西风之鹰的抗争 , 精炼(1/2/3/4/5) 攻击力提高(20%/25%/30%/35%/40%)；受到伤害时触发：高扬抗争旗号的西风鹰之魂苏醒，恢复等同于攻击力的(100%/115%/130%/145%/160%)生命值，并对周围的敌人造成(200%/230%/260%/290%/320%)攻击力的伤害。该效果每15秒只能触发一次。西风骑士团的灵魂。历经千年仍在呼唤你卷起正义之风，祓除奸邪，一如上一位挥舞此剑的女杰。 ,单手剑,五星,物理伤害加成、攻击力,祈愿,weapon
和璞鸢,296, 那是璃月草创的年代，海洋还是巨怪与魔神的园地。先民在对海洋的恐惧中度日，以微薄之力与海作战。万千个春与秋中，过于巨大的海兽成了广袤海域不羁的霸主，即使与岩之主造出的石鲸厮杀也不落下风。那是被璃月人称为「八虬」的魔兽，在海渊深处未曾有匹敌。偶然自无底深渊浮上浅水，掀起巨浪如山崩般摧毁屋舍舟船。岩神于是亲手用玉石与矶岩塑了一只鸢鸟。石鸟甫一造成，便挣脱了万物桎梏的大地盘旋登上高空，如烈日投出的长枪般，直插大洋中心魔兽与岩鲸激斗的战场，巨兽应声被钉入了黑暗的海沟，不复浮出。从此璃月的人们便摆脱了海中巨兽的咆哮。,"['孤云寒林的光砂*5', '孤云寒林的辉岩*14', '孤云寒林的圣骸*14', '孤云寒林的神体*6', '猎兵祭刀*23', '特工祭刀*27', '督察长祭刀*41', '新兵的徽记*15', '士官的徽记*23', '尉官的徽记*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/04/01/75833613/cda9841711c3d126c81a531a02e94953_1861909156499226758.png,阶昭理的鸢之枪 , 精炼(1/2/3/4/5) 命中敌人时自身攻击力提高(3.2%/3.9%/4.6%/5.3%/6.0%)，持续6秒，最高可以叠加7层。该效果每0.3秒最多触发一次。满层状态时伤害提升(12%/15%/18%/21%/24%)。魔神翡玉化作的长枪，拥有刺杀远古海兽的沉重与锋利。 ,长柄武器,五星,暴击率、攻击力,祈愿,weapon
四风原典,297, 无比古老的风之教典，在虔事风神的祭祷者中代代相传。厚重发黄的书页上，无数手印曾经留下，也曾被风带走。高塔上的暴风君王肆行权力的时代，教典记录了无望的求告。到如砂的冰雪消散的年代，教典写满了面对翠（姆）绿初生的欣喜。在旧日的宗室扶持傀儡、钳制民众的时期，奴隶手里传递的教典述说着对千风的渴慕。随着蒙德的人民生活、忍耐、抗争、喜悦、享受自由，在那些宝贵年代里，风之教典越来越厚，也越来越重。但等到新的蒙德建立，教会摆脱旧贵族的镣铐时，四风的教典却不甘被束之高阁，蓦然从教会的宝库中永远消失。大抵是因为这本书如同蒙德的风、蒙德的人，是万万不愿受到任何束缚的吧。扉页上，飘逸的字迹如是写道：风之神的孩子啊，要永远记住：众生从风中来，也将随风而去。千万，千万不要为我感到哀伤：尘泥中酣睡的只是我的骨与肉，真正的我已化作千风中的一缕。闻见花香时，听见树涛沙沙时，便是我在唱自由的歌，风的歌。,"['狮牙斗士的枷锁*5', '狮牙斗士的铁链*14', '狮牙斗士的镣铐*14', '狮牙斗士的理想*6', '混沌装置*23', '混沌回路*27', '混沌炉心*41', '史莱姆凝液*15', '史莱姆清*23', '史莱姆原浆*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/26/75833613/6804c9a9c7e8444a9e9d41523bc9da04_4817566713925112072.png,阶无边际的眷顾 , 精炼(1/2/3/4/5) 移动速度提高10%；在场上每4秒获得(8%/10%/12%/14%/16%)元素伤害加成。该效果最多叠加4层，持续直到角色倒下或离场。崇信风的无名先民所写的教典珍本。数千年流传的信仰之力得到了风的青睐，饱含祝福与力量。 ,法器,五星,暴击率、移动速度、元素伤害,祈愿,weapon
试作金珀,319, 产自璃月兵工厂的古老法器。批号不明，相关典籍上也未记录它的成品时间。法盘取混元之意，呈正圆排布。采用玉珀为核心，意作「穹中一点星&nbsp;」。灾厄止息之后，残余的魔物仍彷徨世间。是故，兵武且不论，方术也受追捧。然而法器的制作工艺仍停留在百余年前，成品薄脆易碎，不堪一用。方术师寻到璃月云家的大掌柜云辉，恳求为他们设计新式法器。云辉于名为「试作」的新兵器谱中添加了一件法器。法盘选用老木与稀有矿石，中间那颗大玉珀则是方士门派献上的珍品。石珀送入丹炉，以真火炼制七七四十九日。取出后静置于山泉水中，又浸泡七七四十九日，方成玉珀。水火双淬的玉珀非但不裂，还能聚天地之灵。以它为核的法器可以自行提炼灵能，法盘上一圈为一回，流转一十二回，将使能量更加精纯。玉珀色泽明快犹如琥珀，通体透金。协商后，云辉为法器题名「金珀」。它是日后所有璃月靖妖祓邪之器的始祖。,"['雾海云间的铅丹*3', '雾海云间的汞丹*9', '雾海云间的金丹*9', '雾海云间的转还*4', '雾虚花粉*15', '雾虚草囊*18', '雾虚灯芯*27', '牢固的箭簇*10', '锐利的箭簇*15', '历战的箭簇*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/27/75833613/043803dbf1729027d76feaa7c24aa67b_1248549900106447863.png,阶炊金 , 精炼(1/2/3/4/5) 施放元素爆发后6秒内，每2秒恢复(4/4.5/5/5.5/6)点元素能量；此外，队伍中的所有角色每2秒恢复(4%/4.5%/5%/5.5%/6%)生命值。黑岩厂中秘藏的金珀法器。其中黯黯绽放着日月星光。 ,法器,四星,生命值,锻造,weapon
流月针,321, 天下都向璃月来，这是伟大商港的荣誉。异国的珍宝也顺着人潮海流来到璃月港。枪尖十分狭长，如同极长的针，尾部则向外侧延伸出半月形的护卫刃。难以理解的设计思想。但一旦理解掌握，破坏力便比寻常枪戟更惊人。异国的武人与璃月人不同，善于通过精妙的创新以出奇制胜。这枪的用法是刺入铠甲间疏于防御的缝隙，就像音乐或爱情。设计这种长枪的少女，据说能看见注定终结生命的死之隙。死之隙就像有魔力一般，会将她手中如针细的枪尖吸过去。「或许万物都期许死亡吧」能看见万物之死，却没有死之隙的少女心想。随着音乐，她找到了爱情。随着爱情，她的死之隙出现了。在最后，如同被尖针穿透心脏，昭告终结的痛苦终于让魔女明白，「有死之隙是因为惧怕死亡。惧怕死亡是因为有挂念的事与人吧」「啊啊。好想再见他一面，那个抓不住、杀不死的贼人」「好想再听一次他的歌。如果能活下来，我一定要对他」,"['孤云寒林的光砂*3', '孤云寒林的辉岩*9', '孤云寒林的圣骸*9', '孤云寒林的神体*4', '猎兵祭刀*15', '特工祭刀*18', '督察长祭刀*27', '寻宝鸦印*10', '藏银鸦印*15', '攫金鸦印*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/28/75833613/5c5a76b799e189de9257fe0bad6ab347_9004313317699341160.png,阶注能之针 , 精炼(1/2/3/4/5) 获得元素微粒或者元素晶球后的5秒内，普通攻击和重击额外造成(20%/25%/30%/35%/40%)攻击力伤害 。枪尖狭长，尾部分出半月刀刃的异国兵器，经由商路流落到璃月。稍事练习掌握，便有极其出众的杀伤力。 ,长柄武器,四星,物理伤害加成,锻造,weapon
天空之翼,323, 通透高天之琴。据说，如今的风与人们的心中，仍回响着无比清澈的琴声。传说深邃古国的魔龙来到风之国，是因为憧憬这样的乐声。在古时，风之神巴巴托斯轻抚竖琴，唤来纯净的千风与歌。为不羁的风与歌所沉醉，巨龙特瓦林降落大地，向他效忠。巴巴托斯为结交新的伙伴而喜悦，便委托他守护蒙德众生。于是，流浪的风神与风之龙，在友谊中成就了蒙德的黎明。在过去，在战斗的最后，是颤动的琴声让魔龙停止了攻击，高天的风之龙因此得到了一瞬的机会，终结了魔龙的流毒。千风流转的恶战后，高天之龙终从漫长的长眠醒转。眼前不见往日眷主，耳中却灌满了深渊传道者的毒。那是视而不见的痛苦，是听而不闻的摧残。毁灭一切的悲伤，压垮了身染剧毒的风龙。风龙向自己曾经守护的一切发泄苦痛，也对曾效忠的风之神发出恶毒的控诉：控诉他对苦难的漠然，控诉他的无心，诅咒他身为神主，却无情背叛了眷属。但悲愤的眷属并不明了，风神依旧为拯救他而奔走。仇怨压倒了怀念之情，象征主神的竖琴却仍在思慕。百年的误会终将消除。它终重又听见他的歌。,"['凛风奔狼的始龀*5', '凛风奔狼的裂齿*14', '凛风奔狼的断牙*14', '凛风奔狼的怀乡*6', '地脉的旧枝*23', '地脉的枯叶*27', '地脉的新芽*41', '牢固的箭簇*15', '锐利的箭簇*23', '历战的箭簇*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/29/75833613/05f12093a755817ad3c51f53db1039a4_5002287290900373405.png,阶回响长天的诗歌 , 精炼(1/2/3/4/5) 暴击伤害提高(20%/25%/30%/35%/40%)；攻击命中时有(60%/70%/80%/90%/100%)概率造成125%攻击力的小范围物理伤害，该效果每(4/3.5/3/2.5/2)秒只能触发一次。象征风龙身为风之神眷属的大弓。释弦时的鸣声是风之神的偏爱，蕴含苍空与长风的力量。 ,弓,五星,暴击率、暴击伤害,祈愿,weapon
钢轮弓,391, 天下都向璃月来，这是伟大商港的荣誉。异国的珍宝也顺着人的海流来到璃月港。尽管是短弓，奇特的设计和优越的工艺，使其有远胜寻常长弓的破坏力。因此也比一般的弓更难护养。与其说是武器，不如说是异国的智慧结晶。这张弓经过了异国学者的改造，在复合弓的底子上增加了滑轮。学者原本无心于兵者武道，不愿见血光横飞。但目睹弓弯曲时的形变，羽箭飞行时的颤动…他为这种「兵器」着迷，驱使着他将复合弓加以改造，使其更加有力。即使他早就已经明白这点：自己的作品终将用于战争，终将用以杀戮，但学者沉浸在构造的优化与良材的质感中，逃避着这个现实，无止境地增强着这柄弓。但这柄弓最终被一名士兵随手操起，放箭击落飞雁。「真是好弓」无心的士兵由衷称赞道。但禽鸟垂死时的嘶鸣，也如利箭一般击碎了他的心。,"['漆黑陨铁的一粒*3', '漆黑陨铁的一片*9', '漆黑陨铁的一角*9', '漆黑陨铁的一块*4', '脆弱的骨片*15', '结实的骨片*18', '石化的骨片*27', '新兵的徽记*10', '士官的徽记*15', '尉官的徽记*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/04/07/75833613/43246d1471d5297f9e53845ad86d2918_3500168414101532920.png,阶注能之矢 , 精炼(1/2/3/4/5) 普通攻击与重击命中时，提升(4%/5%/6%/7%/8%)攻击力与(1.2%/1.5%/1.8%/2.1%/2.4%)普通攻击速度。该效果持续6秒，最多可以叠加4层，每0.3秒只能触发一次。以金属制成，用滑轮引弦的复合弓，来自异国。护养极其困难，但引弓轻松，威力惊人。 ,弓,四星,物理伤害加成、攻击力、攻击速度,锻造,weapon
