mhy_id,name,dropping,attack,element,weakness,introduction,label,icon
2166,魔偶剑鬼,"['冒险阅历', '摩拉', '好感经验', '角色经验', '魔偶机心', '自在松石碎屑', '自在松石断片', '自在松石块', '自在松石', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '战狂', '教官', '幸运儿', '角斗士的终幕礼', '流浪大地的乐团']",武士斩、刀刃三连击、剑刃横扫、鬼面冲击、挑衅、鬼面螺旋阵、鬼面格挡、幻影突袭、风刃双重斩、影分身横扫、剑魂爆裂、风·影分身连环斩、冰·影分身连环斩、影分身剑气斩,物理、风、冰,远程攻击会概率触发格挡，推荐旅行者使用近战攻击攻略。不要贪刀，看到BOSS释放分身，请及时注意闪避。带上你万能的护盾，莽就对了。如果读者有更好的攻击命名方案，或对武士刀招式名称有研究的大佬，可以联系词条作者。,金苹果群岛：不知经历过如何的风浪，最终辗转到达金苹果群岛的模造机关剑客。即使如今已经破损，仍然拥有相当强大的战斗力。稻妻：自律的人形机关剑士。似乎没有说话的能力与意愿，只愿意用剑沟通。据说在试作时，集成了某个剑道流派初代宗主的记忆，却又因为不明的原因而失控，最终被废弃了。根据歌人的描述，剑鬼会徘徊在因缘断绝的地方，而守护它的凶恶之面似乎取自那个时代有名的鬼人。稻妻：（2.8版本后）自律的人形机关剑士。 据说在试作时，集成了某个以秘剑「天狗抄」闻名的剑道流派初代宗主的记忆，却又因为不明的原因而失控，最终被废弃了。 根据歌人的描述，剑鬼会徘徊在因缘断绝的地方。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/06/14/8797197/6b02a3b60d8eafd913767f526d3c8eff_572505175798763976.png
2413,遗迹歼击者,"['摩拉', '混沌机关', '混沌枢纽', '混沌真眼', '战狂', '教官', '流放者', '游医']",连环飞弹，强烈震荡，剧烈磁场，爆裂横扫,物理,震荡区域伤害较高，在此怪物释放该技能的时候，建议角色远离震荡区域。,为了适应特殊的目标，有着定制化外形与机能的异形机械。传说是已经覆灭的国度留下的战争机械。相比更为广泛存在的「遗迹守卫」，在设计上有着更强的仿生学意义。由若干部件构成的巨大花冠像是某种可怕的植物，不知道经历过什么才能设计出这种可怕的机械。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/07/22/4521515/55f7ca5114d901db9e6d0d3b14b4efdc_1648421313865689082.png
2414,遗迹巡弋者,"['摩拉', '混沌机关', '混沌枢纽', '混沌真眼', '战狂', '教官', '流放者', '游医']",镭射激光，螺旋飞弹，混乱弹雨，喷球后闪,物理,弹雨持续伤害较高，注意不要处于该怪物的弹雨范围内。开炮时会露出最中间的核心，攻击核心一次会打断其动作，两次能使得它瘫痪。,为了适应特殊的目标，有着定制化外形与机能的异形机械。传说是已经覆灭的国度留下的战争机械。相比更为广泛存在的「遗迹守卫」，在形态上有着更强的仿生学意义。分散化的设计和战斗模式似乎模仿了蜂群，能够变换成各种形态从不同方向发起攻击。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/07/22/4521515/f31295722fa28b54fa43c9885a74a425_5503404925075345007.png
2449,恒常机关阵列,"['冒险阅历', '摩拉', '好感经验', '角色经验', '恒常机关之心', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '坚牢黄玉碎屑', '坚牢黄玉断片', '坚牢黄玉块', '坚牢黄玉', '战狂', '流放者', '幸运儿', '祭冰之人', '角斗士的终幕礼', '流浪大地的乐团']",阿姆斯特朗炮，制导激光，跟踪激光，碾压，砍刀与火炮，石头剪刀布，分身,物理,释放跟踪激光时绕到光束后面可以快速停止激光。释放碾压时直接冲向敌人闪避最后一段蓄力即可。释放分身时击败某个被强化的遗迹机兵即可攻击本体。,诡谲的异形机械。传说是已经覆灭的国度留下的战争机械。由若干部件构成，能够适应战斗的环境，施展各种攻击手段。由立方体构成的形态在某个层面而言，与所谓的「无相元素」有着相似点。能够变换组合成不同形态的谜样遗迹机关。在战斗中，恒常机关阵列会进入绝对防御状态，分裂并召唤数个形态各异的遗迹机兵。击败其中获得了强化的遗迹机兵后，它的绝对防御状态将解除，并进入虚弱状态。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/07/27/8797197/26fd0933f14a4a18c4e47a0c25359630_2796256597227403345.png
2471,遗迹防卫者,"['摩拉', '混沌机关', '混沌枢纽', '混沌真眼', '战狂', '教官', '流放者', '游医']",护盾防卫，夹盾射击，利盾直击，镭射激光炮,物理,展开盾牌时可绕至背面进行攻击,为了适应特殊的目标，有着定制化外形与机能的异形机械。传说是已经覆灭的国度留下的战争机械。相比更为广泛存在的「遗迹守卫」，在设计上有着更强的仿生学意义。模仿昆虫的肢体相较于拟人机器更加方便移动，各部件结成的护盾能够抵御任何来自正面的攻击。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/01/4521515/0a24daa2964b3b43cbf7dcd4be784bf3_6297168285521076127.png
2472,遗迹侦察者,"['摩拉', '混沌机关', '混沌枢纽', '混沌真眼', '战狂', '教官', '流放者', '游医']",下蛋  连线  冲撞  爆裂,物理,请注意角色要避开两球之间的连线。此怪物攻击距离较近，拉开距离攻击即可。,为了适应特殊的目标，有着定制化外形与机能的异形机械。传说是已经覆灭的国度留下的战争机械。相比更为广泛存在的「遗迹守卫」，在设计上有着更强的仿生学意义。不知道根据什么原理在形态和行动模式上都模仿了某种深海中的生物，总之无论如何也不想被它缠上。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/01/4521515/61c59e798f729f39c5f9bdd2a14ccf58_939092437746728659.png
2548,野伏·阵刀番,"['摩拉', '破旧的刀镡', '影打刀镡', '名刀镡']",斩击，拔刀斩,物理,霸体的打手丘丘人...,落草为寇的流浪武人，虽然常被称为「野伏」，但并不隶属于某个统一的团体。作为常年行走在武道上的人，有着精湛的剑术，如今却不将其用于正道。为了生计与财富，有时候甚至会与盗宝团、愚人众抗瀣一气。虽然常被称为「野伏众」，但这些贼匪并没有统一的团体。有时也会根据犯行的性质与其人的气质，被称为「无宿」、「浮浪」、「海乱鬼」、「无赖汉」、「一揆众」，或者更加直截了当的「流寇」。他们通常是落草为寇的武人、逐电的士兵之流，其中有的人为了生计与财富，甚至会与盗宝团、愚人众沆瀣一气。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/06/8797197/ce0901598319403031dceab7917643f1_8606652975249585239.png
2549,野伏·机巧番,"['摩拉', '破旧的刀镡', '影打刀镡', '名刀镡']",斩击，拔刀斩，三连射击,物理,霸体的打手丘丘人...,落草为寇的流浪武人，虽然常被称为「野伏」，但并不隶属于某个统一的团体。除了作为武者必修的剑术之外，还会熟练的使用手弩偷袭对手，只要能够取胜便会不择手段。抛弃了武家之名的人，也常常会抛弃武家的自矜。为了生计与财富，有时候甚至会与盗宝团、愚人众沆瀣一气虽然常被称为「野伏众」，但这些贼匪并没有统一的团体。有时也会根据犯行的性质与其人的气质，被称为「无宿」、「浮浪」、「海乱鬼」、「无赖汉」、「一揆众」，或者更加直截了当的「流寇」。他们通常是落草为寇的武人、逐电的士兵之流，其中有的人为了生计与财富，甚至会与盗宝团、愚人众沆瀣一气。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/06/8797197/92a4326004fb3148e3f7407636ae3cb8_1715131957968759614.png
2550,野伏·火付番,"['摩拉', '破旧的刀镡', '影打刀镡', '名刀镡']",斩击，拔刀斩，焰硝药粉,物理,霸体的打手丘丘人...,落草为寇的流浪武人，虽然常被称为「野伏」，但并不隶属于某个统一的团体。不仅掌握着精湛的剑术，还会使用具有元素的焰硝药粉攻击。从客观来说，或许这是背离武之道，转而寻求胜之途的体现吧。为了生计与财富，有时候甚至会与盗宝团、愚人众沆瀣一气。虽然常被称为「野伏众」，但这些贼匪并没有统一的团体。有时也会根据犯行的性质与其人的气质，被称为「无宿」、「浮浪」、「海乱鬼」、「无赖汉」、「一揆众」，或者更加直截了当的「流寇」。他们通常是落草为寇的武人、逐电的士兵之流，其中有的人为了生计与财富，甚至会与盗宝团、愚人众沆瀣一气。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/06/8797197/14614b15fe8d5270416cfe66d8b5c886_6251307615792113828.png
2624,「女士」,"['角色经验', '冒险阅历', '摩拉', '好感经验', '北陆单手剑原胚', '北陆弓原胚', '北陆双手剑原胚', '北陆法器原胚', '北陆长柄武器原胚', '异梦溶媒', '熔毁之刻', '狱火之蝶', '灰烬之心', '燃愿玛瑙碎屑', '燃愿玛瑙断片', '燃愿玛瑙块', '燃愿玛瑙', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '教官', '战狂', '流放者', '角斗士的终幕礼', '流浪大地的乐团']",爆裂冰锥，冰刺五连击，寒冰利刃，寒冷冰雨尖锐冰枪，冰枪爆裂，闪烁，冰之蛹冰刺连环击，冰幕摇篮曲，邪眼形态暗影行走，烈焰魔鞭，魔鞭横扫，双重血鞭爆裂魔鞭，火鸟展翅，灵魂风暴，追踪火鸟烈焰龙卷风，焚天陨火,冰、火,暂无,值得铭记的强敌「女士」愚人众执行官第八席的「女士」。与行使邪眼之权能的其他愚人众不同，邪眼是抑制啃噬一切的烈火的器物。比起厮杀用的兵器，说是刑拘道具才更为贴切。而这就是漫长的岁月中积郁的余烬，冲破邪眼霜封后为她涂抹的扭曲妆容。瞳仁中倒映着破晓的赤红，她最后展开烈焰之翼向黎明飞去。「但那并不是曙光，亲爱的罗莎琳。那是焚尽一切的火海。」在光芒中，一个声音这么对她说。但这也没什么所谓。因为她心中明白，自己早已被烈火吞没。,master,https://uploadstatic.mihoyo.com/ys-obc/2021/08/31/4521515/9f515d21faf7d16b453da4590d8f6ef2_3271273324217501877.png
3399,深海龙蜥之群,"['角色经验', '冒险阅历', '摩拉', '好感经验', '龙嗣伪鳍', '最胜紫晶碎屑', '最胜紫晶断片', '最胜紫晶块', '最胜紫晶', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '教官', '流放者', '游医', '角斗士的终幕礼', '流浪大地的乐团']",吐息，连环射击，爬墙吐息，突进，冰刺领域，雷刺领域，三重爪击，三重雷电，甩尾攻击，巡航冰弹，巡航雷弹，环形吐息场,冰、雷,建议旅行者时刻注意角色的当前能量，在角色能量充足时，龙蜥的技能攻击伤害并不高；但吐息攻击会降低角色的能量，在低能量或空能量状态下，龙蜥的攻击伤害将会变得非常可观。,强大的深海龙蜥之群。它们的强大源自渊下宫之民的培育和筛选。自然，必定不会有龙蜥会认为这是恩情。这一支族群里最强大者会操持着不同的元素，向着来者宣泄它们的愤怒。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/4521515/037a771687292ac1091cbc6a92001c18_2266081466554525817.png
3573,祸津御建鸣神命,"['角色经验', '冒险阅历', '摩拉', '好感经验', '北陆单手剑原胚', '北陆弓原胚', '北陆双手剑原胚', '北陆法器原胚', '北陆长柄武器原胚', '异梦溶媒', '万劫之真意', '祸神之禊泪', '凶将之手眼', '最胜紫晶碎屑', '最胜紫晶断片', '最胜紫晶块', '最胜紫晶', '战狂', '教官', '流放者', '角斗士的终幕礼', '流浪大地的乐团']",太刀：拔刀斩，不许偷看，六式，轮回斩，速击，弹反，盾反，影分身，无想结界武器切换-御刀，武器切换-御剑薙刀：突进，落雷，刀光，四连击，五连刀光，五连落雷，六式，弹反，盾反，不许偷看，祸津之雷眼，三重祸津之雷眼恶曜影向天魔：拔刀斩，三连，蓄意斩，贯天刀光，不许偷看，烦恼扑灭，跟踪拍地，三钴，无量刀光，终归·万劫,物理,会在战斗中持续汲取「恶缘」，并在攻击命中角色时获得额外的恶缘。在恶缘充满时，将进入「恶曜影向天魔」状态。这种状态下，场上的角色会周期性流失元素能量。祸津御建鸣神命将拥有强大的伤害抵抗能力，并能进行更加致命的攻击。利用合适的元素攻击，可以更快地破除这种状态，并在破除的过程中获得元素能量。,代行雷电将军权能的人偶，在对抗威胁「永恒」之敌时展现出的形态。作为雷电影践行「永恒」的协助者，她从未质疑，亦无畏惧，一直以来全力以赴，心无杂念。她曾听闻在真与影的时代，影承担着与她类似的责任，经历了诸多惨痛失去。当两个影子交叠为一时，她却只能看见在「她」本应永恒的意志上留下的无数细密的凿痕吧。既然命运注定是一场轮回，就如约定那样，向其宣战吧。「此身，象征无上威严，被授予统领一国之权，凝聚了『雷电将军』的一切。「自然也继承了影前行时不断失去的痛苦，以及，想要抵达永恒的决心。「决心、勇气、爱慕、仇恨...都会在时间长河中变质扭曲。「唯有『法则』永恒不变。」,master,https://uploadstatic.mihoyo.com/ys-obc/2022/02/14/8797197/e0fd38861a313d0160045648a82dbac8_9005559508175226449.png
3872,遗迹巨蛇,"['角色经验', '冒险阅历', '摩拉', '好感经验', '符纹之齿', '坚牢黄玉碎屑', '坚牢黄玉断片', '坚牢黄玉块', '坚牢黄玉', '教官', '流放者', '游医', '角斗士的终幕礼', '流浪大地的乐团']",挖掘，打滚，冲撞钉击，流沙漩涡，邪能光球，邪能炸弹,物理,暂无,巨蛇岩洞异形的遗迹机械。在战斗中会创造「淤泥涌口」，并在一些状态下试图从中汲取能量，以进行破坏力强大的攻击。利用「流明石触媒」的纯光绽放，破坏向遗迹巨蛇输送能量的淤泥涌口，可以打断这种状态，并使它分布在身躯上的能量核心失能。当4个能量核心均失能后，遗迹巨蛇会进入虚弱状态。古老的异形自律机关。传说是已经覆灭的国度留下的工程重机，「头部」的齿盘结构能够轻松挖开坚硬的岩盘。果真如此的话，借由这种能力，应该能开凿出足以让大军通行大陆各地的黯道吧。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/03/10/8797197/2a02dee78adeeac29ef954740f11b565_5657874860712069612.png
4392,镀金旅团·破阵者,"['摩拉', '褪色红绸', '镶边红绸', '织金红绸']",猛击，连续挥砍，闪电旋风劈,物理,暂无,来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。装备了独特拳刃的武道家，为了寻找更多更强的对手而加入了镀金旅团。战斗与其说是为了报酬，不如说是为了追求更高的武技。来自黄金一般的沙漠的松散佣兵团体。为了报酬，愿意为任何人效力。「镀金旅团」是沙之民以外的人对他们的统称，其中有着诸如「法罗赫之子」这样的佣兵团体，也有「塔尼特」这样的部族。作为没有神的民族，多数的「镀金旅团」成员只会为了生计与雇主施展沙漠遗民的武艺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/8797197/64d7a1dfe6c888a0bd1095221a73931d_5255431089093707215.png
4393,镀金旅团·刀舞者,"['摩拉', '褪色红绸', '镶边红绸', '织金红绸']",挥砍，刀舞,物理,暂无,来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬愿意为任何人效力。擅长使用大弯刀的沙漠武士。其所掌握的传承自失落文明的刀法不仅是一种战技，由其发展而来的刀舞更成为了在各国都广受欢迎的杂技表演。这种大弯刀据说在古时是用于骑乘战斗的。来自黄金一般的沙漠的松散佣兵团体。为了报酬，愿意为任何人效力。「镀金旅团」是沙之民以外的人对他们的统称，其中有着诸如「法罗赫之子」这样的佣兵团体，也有「塔尼特」这样的部族。作为没有神的民族，多数的「镀金旅团」成员只会为了生计与雇主施展沙漠遗民的武艺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/21/8797197/124b122af18dd9e737c7eeaec7990fb7_5182931911580923600.png
4394,镀金旅团·阵前斧手,"['摩拉', '褪色红绸', '镶边红绸', '织金红绸']",挥砍，连续挥砍，扬沙, 物理,暂无,来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。使用手斧的女战士在厮杀时往往一往无前以此打乱敌人的阵脚，为战友创造机会。在沙漠的故乡里，她们有时会坐在篝火边弹起那些失落在沙海中的悠远歌谣。来自黄金一般的沙漠的松散佣兵团体。为了报酬，愿意为任何人效力。「镀金旅团」是沙之民以外的人对他们的统称，其中有着诸如「法罗赫之子」这样的佣兵团体，也有「塔尼特」这样的部族。作为没有神的民族，多数的「镀金旅团」成员只会为了生计与雇主施展沙漠遗民的武艺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/22/8797197/9bd7d5755d728da1394fdd7207c6ad31_2886139519027107807.png
4395,镀金旅团·机弩兵,"['摩拉', '褪色红绸', '镶边红绸', '织金红绸']",射击，致命六连射，空投毒素,物理,暂无,来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。传统上，镀金旅团其实更习惯使用弓箭对付敌人。不过自从教令院允许他们在巴扎采购机弩之后，就只有最骄傲的射手才会在使用弓箭这种需要常年训练的武器了。来自黄金一般的沙漠的松散佣兵团体。为了报酬，愿意为任何人效力。「镀金旅团」是沙之民以外的人对他们的统称，其中有着诸如「法罗赫之子」这样的佣兵团体，也有「塔尼特」这样的部族。作为没有神的民族，多数的「镀金旅团」成员只会为了生计与雇主施展沙漠遗民的武艺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/21/8797197/590785e18f21d5c5d1d4624fad60a523_2392174348034346991.png
4407,遗迹龙兽·地巡,"['摩拉', '混沌容器', '混沌模块', '混沌锚栓', '战狂', '教官', '流放者', '游医']",暂无,物理,在遗迹龙兽·地巡蓄力咏唱阶段攻击其头部核心，即可使其进入瘫痪状态并解除元素抗性的提升。,扫尾、猪突猛进、龙星群令人望而生畏的龙形战斗机械。传说是已经覆灭国度留下的战争机械。形态上模仿了「龙蜥」这一物种，但为了性能进行了结构的优化。较之真正的龙蜥，具又更强的「吸收」，抑或是「反制」元素的能力。从这种能力来看，创造出这样可怕兵器的文明曾经有过相当宏大的野心吧......,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/15/195563531/0f53bf2a4ea92a914100e473728a10c4_5595151837584757850.png
4408,遗迹龙兽·空巡,"['摩拉', '混沌容器', '混沌模块', '混沌锚栓', '战狂', '教官', '流放者', '游医']",机枪扫射，能量洪流，追踪飞弹,物理,暂无,暂无,master,https://uploadstatic.mihoyo.com/ys-obc/2022/08/15/195563531/901ef3479b9a41395a6064f69d5ec931_1122527474416048332.png
4797,半永恒统辖矩阵,"['角色经验', '冒险阅历', '摩拉', '好感经验', '导光四面体', '自在松石碎屑', '自在松石断片', '自在松石块', '自在松石', '燃愿玛瑙碎屑', '燃愿玛瑙断片', '燃愿玛瑙块', '燃愿玛瑙', '战狂', '教官', '幸运儿', '角斗士的终幕礼', '流浪大地的乐团']",暂无,物理,暂无,混乱光线、爆发、镜面激光矩阵突刺、激光射线、力场电击力场降落、螺旋攻击、力场推进、特殊态或许是因为梦中的友人曾经的教诲，又或是因为觊觎着天上诸圣的权能，王创造出了本应不属于地上的神秘机关，并以此构建砂原上的国都。在千柱之城的废墟之上，古老的晶石中仍折射着黄金乐园的美景，即便王的梦想早已无人铭记。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/24/4521515/a5de8abbca36a7bcce52e548bc1b6661_782833660814982986.jpg
4799,兆载永劫龙兽,"['角色经验', '冒险阅历', '摩拉', '好感经验', '永续机芯', '涤净青金碎屑', '涤净青金断片', '涤净青金块', '涤净青金', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '战狂', '教官', '幸运儿', '角斗士的终幕礼', '流浪大地的乐团']",物理及各转化属性,物理,暂无,地行·龙兽摆尾、地行·冲撞摆尾、地行·助推冲撞、地行·铁翼砸击空行·机枪扫射、空行·天龙散花能量洪流、元素吸收、元素洪流同时，该敌人相较于“遗迹龙兽·地巡”与“遗迹龙兽·空巡”，瘫痪时间较短，需要合理分配输出时间。不过鉴于其会提升抗性，不建议放弃瘫痪。传说已经覆灭的国度曾渴求着禁忌的技术，试图拟造出可以匹敌，乃至超越亘古生命的永续机关。这架不知疲倦的神秘机巨兽似乎证明，他们确已触及了抵达的领域。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/24/4521515/885eeea40ee135ba2e3ecd273900392d_6955852172817451210.jpg
4803,元能构装体·勘探机,"['摩拉', '破缺棱晶', '混浊棱晶', '辉光棱晶']",交叉光线，隐身召唤，子体射线,物理,暂无,如今「乐园」早已湮灭，只有蚀刻在这些机械上的咒文还记录着那些已被世人忘却的梦想与承诺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/24/4521515/5f9aff8939cf71500a2db5d93659c65b_7557071743830439220.jpg
4804,元能构装体·力场发生器,"['摩拉', '破缺棱晶', '混浊棱晶', '辉光棱晶']",力场推进，隐身召唤，旋转攻击,物理,暂无,如今「乐园」早已湮灭，只有蚀刻在这些机械上的咒文还记录着那些已被世人忘却的梦想与承诺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/24/4521515/5f9aff8939cf71500a2db5d93659c65b_686257424924277203.jpg
4805,元能构装体·重塑仪,"['摩拉', '破缺棱晶', '混浊棱晶', '辉光棱晶']",塑体召唤，塑体爆裂，隐身召唤，连体电击,物理,暂无,如今「乐园」早已湮灭，只有蚀刻在这些机械上的咒文还记录着那些已被世人忘却的梦想与承诺。,master,https://uploadstatic.mihoyo.com/ys-obc/2022/09/24/4521515/5f9aff8939cf71500a2db5d93659c65b_8067808682553174403.jpg
1223,「公子」,"['冒险阅历', '摩拉', '好感经验', '角色经验', '北陆单手剑原胚', '北陆弓原胚', '北陆双手剑原胚', '北陆法器原胚', '北陆长柄武器原胚', '异梦溶媒', '吞天之鲸·只角', '魔王之刃·残片', '武炼之魂·孤影', '涤净青金碎屑', '涤净青金断片', '涤净青金块', '涤净青金', '最胜紫晶碎屑', '最胜紫晶断片', '最胜紫晶块', '最胜紫晶', '哀叙冰玉碎屑', '哀叙冰玉断片', '哀叙冰玉块', '哀叙冰玉', '战狂', '教官', '流放者', '角斗士的终幕礼', '流浪大地的乐团']",通过消耗场上角色身上的元素、标记技触发或场上角色死亡清除标记，该标记只会标记场上角色不影响后台角色。在触发标记时造成额外元素伤害，不附带其他正负BUFF收益。,水、雷,暂无,玩具推销员公子养成计划愚人众执行官第十一席，「公子」达达利亚。自不祥的「邪眼」之中汲取力量，以至暗之地习得的武艺战斗。拥有无穷争斗欲望的纯粹战士。每次浴血的纷争，每场生死攸关的挑战。于他而言皆是快意试炼。人皆言年轻的「公子」战绩远远闻名。但他本人却对这种大话不以为然。毕竟......「你的命运将成为纷争的风暴之眼，「铁剑交错的声响是常伴你的奏乐，「踏入至暗之处的漆黑记忆，「终将成为你颠覆世界的力量吧。」,master,https://uploadstatic.mihoyo.com/ys-obc/2021/05/12/4521515/10625db39a2891e60f0594285229ee80_18941331759725837.png
153,水深渊法师,"['摩拉', '地脉的旧枝', '地脉的枯叶', '地脉的新芽', '战狂', '教官', '流放者', '游医']",水球喷射，泡泡攻击，水泡领域，护盾恢复,水,暂无,利用水元素战斗的深渊魔物。在冒险者当中有传说说，深渊法师作为「深渊教团」底层的执行者，活跃在世界各地、从事各种阴谋破坏。尽管他们还戏称这种水深渊法师的最大危害是会导致风湿发作，其实它们有着不容小觑的力量。一定程度上能驾驭元素进行战斗的深渊魔物。当水深渊法师发出奸笑时，会召唤出一个跟随玩家移动的泡泡，被泡泡命中会进入禁锢状态，此时较容易遭到其他魔物的攻击。破开水深渊法师的护罩后，它会进入萎靡的状态，此刻正是输出的绝好时机，但也切勿大意，少许时间后，水深渊法师会重新开始咏唱，并在周围不断生成随机位置的泡泡，此时站在水深渊法师周围的角色很容易被泡泡命中，建议此时拉开距离。咏唱结束后则会重新生成水元素护罩。操控水元素的深渊魔物，会用水流铸出护罩保护自身。破除护罩最有效的方法就是以草、冰等对应的元素进行反应，解除它的防护。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/03/20/408757/797762b31744b3edc1097afd4e3d7c61_5037606109434385369.png
964,水丘丘萨满,"['摩拉', '导能绘卷', '封魔绘卷', '禁咒绘卷', '破损的面具', '污秽的面具', '不祥的面具']",挥棍，水冲，祈雨,水,暂无,嘟嘟囔囔的老年丘丘人，水元素的吟颂者。在元素掌控方面颇富天资的丘丘人，其能力往往会在年老时达到顶峰。究竟是怎样的过去，令这些愚昧的生物竟能掌握生水唤雨的秘诀?丘丘人当中的萨满祭司。能在一定程度上求得元素的帮助。「面具的造型设计有着恫吓敌人的意味，但反而让它们看起来有些亲切。」——雅各布·马斯克祈雨会导致场地内敌人回复生命并附加水元素，如果与其他附带属性攻击的射手丘丘人一同出现将会对旅行者有非常大的威胁，旅行者应首要击杀水丘丘萨满！只有在场内有友方角色时，水丘丘萨满才会祈雨，如果场内没有能够附带属性攻击的敌人，可视情况利用附加的水属性击杀剩余敌人。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/08/408757/6554a0b728cb4f7456aebea250c245b9_5632142667825127002.png
982,盗宝团·水之药剂师,"['摩拉', '寻宝鸦印', '藏银鸦印', '攫金鸦印']",暂无,水,使用远程攻击手段袭击旅行者，威胁程度约等于水史莱姆···,足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。据说部分盗宝团的药剂师，在加入盗宝团之前，曾经是在城镇间漫游，兜售自己调配的...「灵药」、「圣水」的江湖骗子。这些灵药、圣水显然在战斗中更能大放异彩。足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/a0cca331eee35a391468955a26f2ec26_1889462526167508703.png
987,水史莱姆,"['摩拉', '史莱姆凝液', '史莱姆清', '史莱姆原浆']",暂无,水,水史莱姆大型水史莱姆自身元素为水，使用冰可以有效对敌人进行控制。当敌人较多时，雷元素将可以发挥巨大的作用。,逸散在自然之中的水元素沉积形成的小小魔物。传说中，有的人会将水史莱姆当作应急用水，在去往水源难寻的干旱地带、深邃的秘境之前储备好水史莱姆。但因为浓厚的水元素，直饮史莱姆其实对人体有害。逸散在自然之中的水元素沉积形成的魔物。力量更强大、体型更大的水史莱姆，可以产生水泡禁锢敌人。据说在某些力量充沛的地方，尺寸可以成长到非常夸张的程度。在奔狼领就曾有人目击过有一座小土丘那么大的水史莱姆。圆滚滚的元素生物距离较近时，会直接喷出体内的水元素进行攻击，拉开距离后会瞄准角色抛射出一团水球，水球会在地面上停留一段时间，旅行者需要注意避开。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/14/408757/f0b292ec58d1d595380f503820de4626_5826893735080757345.png
1012,水萤,['摩拉'],水球,水,相比于雷萤的威胁更小，常在机关触发后出现。,沙滩，草地由于频繁的移动很难被攻击到，且飞行高度经常脱离近战角色的攻击范围，建议使用法器角色等自动锁定的攻击方式进行击杀，或者利用雷元素进行大范围攻击。能够稍微导引水元素的小型生物。与其他的萤族生物通称「飞萤」。飞萤对「雾虚草」这种罕见而奇妙的植物情有独钟而愚人众的术士据此开发了利用飞萤进行战斗的方法。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/07/19/49984918/f540d0101abee9aadf75dd764d7072e5_3928901885541985032.png
1094,愚人众先遣队·水铳重卫士,"['摩拉', '新兵的徽记', '士官的徽记', '尉官的徽记']",暂无,水,利用喷射水元素的铁铳战斗的愚人众士兵，能进入某种元素增幅状态。这种状态最大的弱点，恐怕是某种能与水发生反应的元素之一...,愚人众战争机器中的士兵。配备着能在一定程度上制御元素的装备，可以利用铳形的武器喷射激烈的水流。「先遣队」之名意味着生死不问，深入祖国以外的土地完成前期任务，为未来的某些行动夯实基础。愚人众战争机器中的士兵。「先遣队」之名意味着生死不问，深入祖国以外的土地完成前期任务，为未来的某些行动夯实基础。不同于少数精锐的债务处理人与萤术士，先遣队的单兵实力与装备较为薄弱。为了完成任务，为了减少人员与物资的损耗，先遣队的战术更讲究团队协作。,master,https://uploadstatic.mihoyo.com/ys-obc/2020/09/20/8797197/c6b953a2c54329495c4e015a5c66ffee_3331395093659339765.png
